"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs2965164-<b>T</b>,"1 x 10-13",,0.3456,'-,"7.438834 z-unit decrease",NR,AC243964.3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44698782
rs41290108-<b>C</b>,"3 x 10-13",,0.03803,'-,"7.317556 z-unit decrease",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44874585
rs547509922-<b>T</b>,"3 x 10-13",,0.003614,'-,"7.314314 z-unit increase",NR,"NECTIN2, BCAM","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44828004
rs62118504-<b>G</b>,"5 x 10-13",,0.3957,'-,"7.2163415 z-unit decrease",NR,"MARK4, EXOC3L2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45231493
rs35194383-<b>T</b>,"8 x 10-13",,0.4234,'-,"7.1647267 z-unit increase",NR,RELB,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45012792
rs80257887-<b>A</b>,"1 x 10-12",,0.03562,'-,"7.089606 z-unit increase",NR,CEACAM20,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44516798
rs75161053-<b>A</b>,"2 x 10-12",,0.04757,'-,"7.0672655 z-unit increase",NR,CEACAM22P,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44544863
rs142412517-<b>T</b>,"2 x 10-12",,0.001157,'-,"7.033927 z-unit increase",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44900801
rs12461144-<b>T</b>,"4 x 10-12",,0.1266,'-,"6.9530225 z-unit increase",NR,"EXOC3L2, MARK4","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45220448
rs142092405-<b>G</b>,"6 x 10-12",,0.00433,'-,"6.8754373 z-unit increase",NR,BCAM,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44820087
rs150820726-<b>T</b>,"1 x 10-11",,0.008836,'-,"6.80423 z-unit increase",NR,AC243964.3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44723891
rs183321458-<b>A</b>,"2 x 10-11",,0.003582,'-,"6.7473207 z-unit increase",NR,GEMIN7-AS1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45077818
rs539159088-<b>C</b>,"2 x 10-11",,0.01086,'-,"6.705168 z-unit increase",NR,"AC243964.3, IGSF23","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44634022
rs576651896-<b>G</b>,"2 x 10-11",,0.004649,'-,"6.6975107 z-unit increase",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44960141
rs186110295-<b>T</b>,"4 x 10-11",,0.01273,'-,"6.5884266 z-unit increase",NR,"AC243964.2, BCL3","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44730236
rs78986976-<b>A</b>,"8 x 10-11",,0.05489,'-,"6.508301 z-unit decrease",NR,"BCAM, NECTIN2","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44826181
rs204907-<b>G</b>,"9 x 10-11",,0.049,'-,"6.482148 z-unit decrease",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44958739
rs141864196-<b>A</b>,"3 x 10-10",,0.02628,'-,"6.313068 z-unit decrease",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44902242
rs114036675-<b>A</b>,"3 x 10-10",,0.002756,'-,"6.2855 z-unit increase",NR,BCL3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44759439
rs3752241-<b>G</b>,"4 x 10-10",,0.1656,'-,"6.273173 z-unit decrease",NR,ABCA7,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:1053525
rs11083743-<b>C</b>,"1 x 10-9",,0.2682,'-,"6.0971603 z-unit increase",NR,IGSF23,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44621921
rs34181358-<b>A</b>,"3 x 10-9",,0.1063,'-,"5.9258137 z-unit decrease",NR,CHRNA2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,8:27465457
rs204480-<b>T</b>,"6 x 10-9",,0.2501,'-,"5.81275 z-unit decrease",NR,CLPTM1,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44973854
rs10421247-<b>C</b>,"7 x 10-9",,0.4994,'-,"5.801472 z-unit decrease",NR,"MARK4, NKPD1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45154228
rs419010-<b>C</b>,"8 x 10-9",,0.4477,'-,"5.773656 z-unit decrease",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44865063
rs9653111-<b>T</b>,"1 x 10-8",,0.1298,'-,"5.6693845 z-unit decrease",NR,"MARK4, GEMIN7, GEMIN7-AS1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45089217
rs769452-<b>C</b>,"2 x 10-8",,0.001629,'-,"5.5855217 z-unit increase",NR,APOE,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44907853
rs143332484-<b>T</b>,"3 x 10-8",,0.009954,'-,"5.5406914 z-unit increase",NR,TREM2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,6:41161469
rs4727449-<b>T</b>,"3 x 10-8",,0.1607,'-,"5.5144157 z-unit increase",NR,STAG3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,7:100188127
rs123187-<b>A</b>,"4 x 10-8",,0.3694,'-,"5.504638 z-unit decrease",NR,"CKM, RPS16P9","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:45327689
rs10498633-<b>T</b>,"2 x 10-7",,NR,'-,"5.17 z-unit decrease",NR,SLC24A4,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,14:92460608
rs10792832-<b>A</b>,"7 x 10-18",,0.3702,'-,"8.61 z-unit decrease",NR,"LINC02695, RNU6-560P","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,11:86156833
rs10948363-<b>G</b>,"1 x 10-8",,0.2754,'-,"5.72 z-unit increase",NR,CD2AP,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,6:47520026
rs1081105-<b>C</b>,"1 x 10-231",,0.02756,'-,"32.50298 z-unit increase",NR,AC011481.3,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44909698
rs157580-<b>G</b>,"8 x 10-220",,0.3949,'-,"31.6502 z-unit decrease",NR,TOMM40,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44892009
rs6859-<b>A</b>,"1 x 10-152",,0.4218,'-,"26.320562 z-unit increase",NR,NECTIN2,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,19:44878777
rs429358-<b>C</b>,"3 x 10-7",,0.2968,2.256,'-,[1.6552-3.0749],APOE,"Alzheimer's disease","Alzheimer's disease",GCST90013665,19:44908684
"rs7175766-<b>?</b> x rs3733980-<b>?</b>","7 x 10-10",(men),NR,'-,'-,'-,"TLN2 x WWC1","Alzheimer's disease (SNP x SNP interaction)","Alzheimer's disease",GCST008056,15:62756146|5:168441804
"rs1477307-<b>?</b> x rs4077746-<b>?</b>","2 x 10-6",(men),NR,'-,'-,'-,"WWC1 x TLN2","Alzheimer's disease (SNP x SNP interaction)","Alzheimer's disease",GCST008056,5:168336693|15:62623147
rs28715896-<b>G</b>,"4 x 10-6",,0.43,1.5873016,'-,[1.39-1.78],ERBB4,"Alzheimer's disease with language domain impairment","Alzheimer's disease, language impairment",GCST007334,2:211695376
rs75337321-<b>T</b>,"5 x 10-6",,0.06,2.21,'-,[1.88-2.54],CACNA2D3,"Alzheimer's disease with language domain impairment","Alzheimer's disease, language impairment",GCST007334,3:54550560
rs13374908-<b>A</b>,"2 x 10-6",,0.24,1.59,'-,[1.39-1.79],FAM163A,"Alzheimer's disease with language domain impairment","Alzheimer's disease, language impairment",GCST007334,1:179780639
rs10222981-<b>T</b>,"1 x 10-6",,0.08,2.06,'-,[1.77-2.35],"BLOC1S4, AC106045.1","Alzheimer's disease with language domain impairment","Alzheimer's disease, language impairment",GCST007334,4:6759326
rs61835453-<b>C</b>,"8 x 10-7",,0.06,2.173913,'-,[1.86-2.49],"AL355361.1, AL713851.1","Alzheimer's disease with language domain impairment","Alzheimer's disease, language impairment",GCST007334,10:2717604
rs365521-<b>G</b>,"1 x 10-6",,0.53,1.5873016,'-,[1.39-1.78],AC005972.3,"Alzheimer's disease with language domain impairment","Alzheimer's disease, language impairment",GCST007334,17:62944934
rs11136000-<b>?</b>,"9 x 10-10",,0.60,1.16,'-,[1.11-1.22],CLU,"Alzheimer's disease","Alzheimer's disease",GCST000479,8:27607002
rs3851179-<b>?</b>,"1 x 10-9",,0.63,1.16,'-,[1.11-1.22],"LINC02695, RNU6-560P","Alzheimer's disease","Alzheimer's disease",GCST000479,11:86157598
rs2075650-<b>?</b>,"2 x 10-157",,0.15,2.53,'-,[2.37-2.71],TOMM40,"Alzheimer's disease","Alzheimer's disease",GCST000479,19:44892362
"rs7081208-<b>A</b>, rs17314229-<b>C</b>, rs2446581-<b>A</b>","1 x 10-10",,0.028,1.68,'-,[1.43-1.96],"FRMD4A; FRMD4A; FRMD4A","Alzheimer's disease","Alzheimer's disease",GCST001449,10:13949865|10:13974159|10:13966445
rs16847609-<b>A</b>,"5 x 10-7",,0.09,1.19,'-,[1.11-1.28],"HSPA8P9, CLDN18","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,3:137931894
rs13146780-<b>C</b>,"3 x 10-6",,0.05,1.23,'-,[1.13-1.34],AC080132.1,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,4:43849075
rs78538083-<b>C</b>,"8 x 10-6",,0.06,1.32,'-,[1.17-1.48],IL21-AS1,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,4:122647254
rs71636213-<b>G</b>,"9 x 10-6",,0.1,1.18,'-,[1.10-1.27],"SERINC5, KRT18P45","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,5:80285949
rs382216-<b>C</b>,"2 x 10-7",,0.64,1.1494253,'-,[1.09-1.22],CDC42SE2,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,5:131351444
rs6890695-<b>G</b>,"6 x 10-7",,0.79,1.1494253,'-,[1.09-1.22],"AC008695.1, RAPGEF6","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,5:131552731
rs758324-<b>T</b>,"4 x 10-7",,0.81,1.1627907,'-,[1.1-1.22],"AC008695.1, FNIP1","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,5:131773852
rs142958719-<b>G</b>,"3 x 10-7",,0.82,1.1627907,'-,[1.1-1.23],"MEIKIN, AC034228.3","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,5:131897266
rs476428-<b>G</b>,"2 x 10-7",,0.81,1.1627907,'-,[1.1-1.23],"ACSL6, AC034228.2, AC034228.3","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,5:131965922
rs11168036-<b>T</b>,"3 x 10-7",,0.5,1.12,'-,[1.07-1.17],"PFDN1, HBEGF","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,5:140327854
rs11761441-<b>G</b>,"2 x 10-6",,0.46,1.12,'-,[1.07-1.17],AC093627.1,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,7:82377
rs10807828-<b>C</b>,"7 x 10-6",,0.51,1.098901,'-,[1.05-1.15],"AC091705.1, AC005100.2","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,7:25528235
rs75045569-<b>T</b>,"8 x 10-6",,0.83,1.1494253,'-,[1.08-1.22],EPHA1-AS1,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,7:143412115
rs2279590-<b>C</b>,"2 x 10-6",,0.6,1.1235955,'-,[1.08-1.18],CLU,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,8:27598736
rs7920721-<b>G</b>,"3 x 10-6",,0.38,1.12,'-,[1.07-1.17],"AL512631.1, AL512631.2","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,10:11678309
rs59616746-<b>C</b>,"1 x 10-6",,0.85,1.2987013,'-,[1.18-1.45],SH2D4B,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,10:80629227
rs61310603-<b>T</b>,"8 x 10-6",,0.84,1.1904762,'-,[1.11-1.3],"LINC02667, AL390763.1","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,10:128547890
rs1582763-<b>G</b>,"2 x 10-9",,0.63,1.1494253,'-,[1.1-1.2],MS4A4A,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,11:60254475
rs3851179-<b>C</b>,"2 x 10-6",,0.65,1.1235955,'-,[1.06-1.18],"LINC02695, RNU6-560P","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,11:86157598
rs10498633-<b>G</b>,"4 x 10-7",,0.78,1.1494253,'-,[1.09-1.22],SLC24A4,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,14:92460608
rs7207400-<b>T</b>,"5 x 10-6",,0.75,1.1363636,'-,[1.08-1.2],LINC02210-CRHR1,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,17:45746994
rs2732703-<b>T</b>,"6 x 10-9",,0.87,1.369863,'-,[1.23-1.54],ARL17B,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,17:46275856
rs199499-<b>C</b>,"6 x 10-6",,0.81,1.1627907,'-,[1.09-1.23],WNT3,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,17:46788132
rs71380849-<b>A</b>,"9 x 10-7",,0.05,1.47,'-,[1.26-1.71],"CDR2L, HID1-AS1","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,17:74979653
rs6110969-<b>T</b>,"3 x 10-6",,0.08,1.2,'-,[1.11-1.29],AL161941.1,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,20:16216865
rs59043219-<b>A</b>,"9 x 10-6",,0.37,1.19,'-,[1.10-1.28],IRF6,"Alzheimer's disease (APOE e4 interaction)","Alzheimer's disease, APOE carrier status",GCST002814,1:209797265
rs1936246-<b>T</b>,"2 x 10-13",,0.43,1.04,'-,[1.03-1.05],AL445250.1,"Alzheimer's disease (APOE e4 interaction)","Alzheimer's disease, APOE carrier status",GCST002814,6:58045670
rs116139393-<b>C</b>,"3 x 10-8",,0.84,1.098901,'-,[1.06-1.12],PMS2CL,"Alzheimer's disease (APOE e4 interaction)","Alzheimer's disease, APOE carrier status",GCST002814,7:6732029
rs1595014-<b>T</b>,"4 x 10-6",,0.72,1.1904762,'-,[1.11-1.28],"TMEM106B, THSD7A","Alzheimer's disease (APOE e4 interaction)","Alzheimer's disease, APOE carrier status",GCST002814,7:12148903
rs10792832-<b>G</b>,"4 x 10-6",,0.65,1.14,'-,[1.08-1.19],"LINC02695, RNU6-560P","Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,11:86156833
rs679515-<b>T</b>,"4 x 10-9",,0.21,1.22,'-,[1.14-1.30],"CR1, AL137789.1","Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,1:207577223
rs6733839-<b>T</b>,"1 x 10-9",,0.41,1.2,'-,[1.13-1.27],"BIN1, AC110926.2","Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,2:127135234
rs1125355-<b>A</b>,"4 x 10-6",,0.26,1.16,'-,[1.09-1.23],DAPL1,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,2:158844068
rs17366218-<b>A</b>,"2 x 10-6",,0.95,1.5384616,'-,[1.28-1.85],PDE1A,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,2:182154019
rs178585-<b>C</b>,"4 x 10-6",,0.47,1.13,'-,[1.07-1.19],"AC013404.1, AC012491.1","Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,2:211107743
rs71316816-<b>C</b>,"9 x 10-6",,0.92,1.25,'-,[1.14-1.37],CADM2,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,3:85855884
rs9869689-<b>T</b>,"3 x 10-6",,0.1,1.21,'-,[1.12-1.31],FBXO40,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,3:121607829
rs10018288-<b>G</b>,"4 x 10-6",,0.19,1.16,'-,[1.09-1.24],"AC019235.1, LINC00290","Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,4:181180536
rs2876189-<b>G</b>,"6 x 10-6",,0.31,1.14,'-,[1.08-1.21],OFCC1,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,6:10101984
rs1129187-<b>T</b>,"7 x 10-6",,0.45,1.13,'-,[1.07-1.19],PEX6,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,6:42964462
rs59406683-<b>A</b>,"6 x 10-6",,0.89,1.2048193,'-,[1.11-1.3],AC073114.1,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,7:110142514
rs9331896-<b>T</b>,"3 x 10-9",,0.62,1.1904762,'-,[1.12-1.25],CLU,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,8:27610169
rs639012-<b>G</b>,"1 x 10-7",,0.7,1.1627907,'-,[1.1-1.22],PICALM,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,11:85970540
rs471470-<b>A</b>,"3 x 10-8",,0.68,1.1627907,'-,[1.1-1.23],"PICALM, RNU6-560P","Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,11:86120499
rs2854437-<b>G</b>,"2 x 10-6",,0.87,1.2345679,'-,[1.14-1.35],SORD,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,15:45065212
rs721146-<b>A</b>,"4 x 10-6",,0.21,1.17,'-,[1.09-1.25],LINC01684,"Alzheimer's disease in APOE e4+ carriers","Alzheimer's disease",GCST002813,21:24540925
rs2271920-<b>A</b>,"8 x 10-6",,0.39,1.11,'-,[1.06-1.16],PTK2B,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,8:27458600
rs11218343-<b>T</b>,"9 x 10-6",,0.96,1.3,'-,[1.16-1.45],SORL1,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,11:121564878
rs16830122-<b>A</b>,"2 x 10-6",,0.13,1.17,'-,[1.10-1.25],KCNN3,"Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,1:154713065
rs4663105-<b>C</b>,"2 x 10-12",,0.43,1.19,'-,[1.13-1.24],"AC110926.2, BIN1","Alzheimer's disease in APOE e4- carriers","Alzheimer's disease",GCST002817,2:127133851
rs9271192-<b>C</b>,"4 x 10-8",,0.2751,'-,"5.49 z-unit increase",NR,"HLA-DRB1, HLA-DQA1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,6:32610753
rs6931277-<b>T</b>,"8 x 10-11",,0.153,'-,"6.49 z-unit decrease",NR,"HLA-DRB1, HLA-DQA1","Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST007320,6:32615580
