"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs62190384-<b>?</b>,"1 x 10-8",,NR,'-,"0.056508 unit decrease",[0.037-0.076],PID1,"Coronary artery disease","coronary artery disease",GCST010867,2:229142430
rs11066015-<b>?</b>,"9 x 10-79",,NR,'-,"0.236828 unit increase",[0.21-0.26],ACAD10,"Coronary artery disease","coronary artery disease",GCST010867,12:111730205
rs74412485-<b>?</b>,"3 x 10-34",,NR,'-,"0.330952 unit decrease",[0.28-0.38],FLT1,"Coronary artery disease","coronary artery disease",GCST010867,13:28468295
rs4773140-<b>?</b>,"5 x 10-15",,NR,'-,"0.0867953 unit increase",[0.065-0.109],COL4A1,"Coronary artery disease","coronary artery disease",GCST010867,13:110301890
rs12893887-<b>?</b>,"6 x 10-9",,NR,'-,"0.061026 unit decrease",[0.04-0.082],HHIPL1,"Coronary artery disease","coronary artery disease",GCST010867,14:99645228
rs8027011-<b>?</b>,"6 x 10-18",,NR,'-,"0.088556 unit decrease",[0.068-0.109],AC022748.2,"Coronary artery disease","coronary artery disease",GCST010867,15:78730274
rs2083458-<b>?</b>,"9 x 10-18",,NR,'-,"0.0878182 unit decrease",[0.068-0.108],"AC107954.1, AC013565.2","Coronary artery disease","coronary artery disease",GCST010867,15:89031187
rs9349379-<b>?</b>,"5 x 10-29",,NR,'-,"0.123682 unit increase",[0.1-0.15],PHACTR1,"Coronary artery disease","coronary artery disease",GCST010867,6:12903725
rs139141104-<b>?</b>,"1 x 10-18",,NR,'-,"0.16637 unit increase",[0.13-0.2],MUC22,"Coronary artery disease","coronary artery disease",GCST010867,6:31021244
rs149372871-<b>?</b>,"4 x 10-8",,NR,'-,"0.11083 unit decrease",[0.071-0.15],AL109615.2,"Coronary artery disease","coronary artery disease",GCST010867,6:44080314
rs56171536-<b>?</b>,"4 x 10-8",,NR,'-,"0.120251 unit increase",[0.077-0.163],CD109,"Coronary artery disease","coronary artery disease",GCST010867,6:73706145
rs2327429-<b>?</b>,"3 x 10-22",,NR,'-,"0.0957435 unit decrease",[0.076-0.115],TARID,"Coronary artery disease","coronary artery disease",GCST010867,6:133888699
rs932631509-<b>?</b>,"4 x 10-17",,NR,'-,"0.574941 unit increase",[0.44-0.71],LPA,"Coronary artery disease","coronary artery disease",GCST010867,6:160580396
rs34774090-<b>?</b>,"1 x 10-13",,NR,'-,"0.0796088 unit increase",[0.059-0.101],SPC24,"Coronary artery disease","coronary artery disease",GCST010867,19:11143211
rs10420373-<b>?</b>,"2 x 10-8",,NR,'-,"0.0568752 unit decrease",[0.037-0.077],AC020911.2,"Coronary artery disease","coronary artery disease",GCST010867,19:16319866
rs10811654-<b>?</b>,"6 x 10-71",,NR,'-,"0.175847 unit increase",[0.16-0.2],CDKN2B-AS1,"Coronary artery disease","coronary artery disease",GCST010867,9:22092925
rs35093463-<b>?</b>,"4 x 10-9",,NR,'-,"0.0605532 unit increase",[0.04-0.081],ABCA1,"Coronary artery disease","coronary artery disease",GCST010867,9:104823957
rs1412445-<b>?</b>,"1 x 10-9",,NR,'-,"0.0709168 unit increase",[0.048-0.094],LIPA,"Coronary artery disease","coronary artery disease",GCST010867,10:89243047
rs1926032-<b>?</b>,"7 x 10-15",,NR,'-,"0.0891003 unit decrease",[0.067-0.112],CNNM2,"Coronary artery disease","coronary artery disease",GCST010867,10:103069712
rs73386640-<b>?</b>,"2 x 10-10",,NR,'-,"0.0921639 unit increase",[0.064-0.121],BET1L,"Coronary artery disease","coronary artery disease",GCST010867,11:203235
rs151193009-<b>?</b>,"1 x 10-14",,NR,'-,"0.447667 unit decrease",[0.33-0.56],PCSK9,"Coronary artery disease","coronary artery disease",GCST010867,1:55043912
rs61904693-<b>?</b>,"9 x 10-19",,NR,'-,"0.0921687 unit decrease",[0.072-0.113],AP002989.1,"Coronary artery disease","coronary artery disease",GCST010867,11:103799721
rs28709375-<b>?</b>,"1 x 10-22",,NR,'-,"0.0969412 unit increase",[0.078-0.116],MIA3,"Coronary artery disease","coronary artery disease",GCST010867,1:222649657
rs2607903-<b>?</b>,"7 x 10-10",,NR,'-,"0.0624088 unit decrease",[0.043-0.082],"YBX3, LINC02366","Coronary artery disease","coronary artery disease",GCST010867,12:10723974
rs1133773-<b>?</b>,"2 x 10-10",,NR,'-,"0.0778211 unit increase",[0.054-0.102],"AC023794.2, FAM242C, AC023794.4","Coronary artery disease","coronary artery disease",GCST010867,12:54102435
rs2681472-<b>?</b>,"3 x 10-11",,NR,'-,"0.067597 unit increase",[0.048-0.087],ATP2B1,"Coronary artery disease","coronary artery disease",GCST010867,12:89615182
rs11107909-<b>?</b>,"6 x 10-13",,NR,'-,"0.085905 unit decrease",[0.063-0.109],FGD6,"Coronary artery disease","coronary artery disease",GCST010867,12:95127594
rs4395384-<b>?</b>,"2 x 10-9",,NR,'-,"0.0741962 unit decrease",[0.05-0.098],FGD5,"Coronary artery disease","coronary artery disease",GCST010867,3:14845180
rs55762216-<b>?</b>,"4 x 10-9",,NR,'-,"0.0592318 unit increase",[0.04-0.079],"SPINK2, REST","Coronary artery disease","coronary artery disease",GCST010867,4:56899565
rs6841473-<b>?</b>,"1 x 10-19",,NR,'-,"0.0954649 unit increase",[0.075-0.116],EDNRA,"Coronary artery disease","coronary artery disease",GCST010867,4:147486500
rs139784759-<b>?</b>,"5 x 10-9",,NR,'-,"0.063251 unit decrease",[0.042-0.084],"GUCY1A1, AC107208.1","Coronary artery disease","coronary artery disease",GCST010867,4:155520856
rs10041378-<b>?</b>,"6 x 10-9",,NR,'-,"0.0685211 unit decrease",[0.045-0.092],"AC025187.1, LINC02063","Coronary artery disease","coronary artery disease",GCST010867,5:4094052
rs7177338-<b>?</b>,"2 x 10-11",,NR,'-,"0.08792 unit decrease",[0.062-0.114],FES,"Coronary artery disease","coronary artery disease",GCST010867,15:90885406
rs999675-<b>?</b>,"1 x 10-12",,NR,'-,"0.0704542 unit increase",[0.051-0.09],"RNU6-758P, BCAR1","Coronary artery disease","coronary artery disease",GCST010867,16:75272504
rs11655024-<b>?</b>,"9 x 10-10",,NR,'-,"0.0829359 unit decrease",[0.056-0.109],BCAS3,"Coronary artery disease","coronary artery disease",GCST010867,17:61155004
rs9902260-<b>?</b>,"3 x 10-9",,NR,'-,"0.0652485 unit increase",[0.044-0.087],PECAM1,"Coronary artery disease","coronary artery disease",GCST010867,17:64322512
rs112735431-<b>?</b>,"2 x 10-21",,NR,'-,"0.478976 unit increase",[0.38-0.58],"RNF213, RNF213-AS1","Coronary artery disease","coronary artery disease",GCST010867,17:80385145
rs9951447-<b>?</b>,"5 x 10-9",,NR,'-,"0.0586123 unit increase",[0.039-0.078],"RPS4XP18, AC099849.1","Coronary artery disease","coronary artery disease",GCST010867,18:22429728
rs57301765-<b>?</b>,"8 x 10-9",,NR,'-,"0.0597071 unit increase",[0.039-0.08],"HDAC9, TWIST1","Coronary artery disease","coronary artery disease",GCST010867,7:19013110
rs2380472-<b>?</b>,"2 x 10-8",,NR,'-,"0.0854075 unit decrease",[0.055-0.115],C8orf34,"Coronary artery disease","coronary artery disease",GCST010867,8:68519476
rs4803459-<b>?</b>,"8 x 10-15",,NR,'-,"0.077082 unit decrease",[0.058-0.097],"TMEM91, AC011462.1","Coronary artery disease","coronary artery disease",GCST010867,19:41370563
rs190712692-<b>?</b>,"4 x 10-11",,NR,'-,"0.192092 unit decrease",[0.14-0.25],"APOC1, APOC1P1","Coronary artery disease","coronary artery disease",GCST010867,19:44921921
rs564427867-<b>?</b>,"3 x 10-8",,NR,'-,"0.268411 unit increase",[0.17-0.36],PCSK9,"Coronary artery disease","coronary artery disease",GCST010867,1:55039931
rs574597038-<b>?</b>,"3 x 10-6",,NR,'-,"0.166598 unit increase",[0.097-0.237],"AC119674.2, AC119674.1","Coronary artery disease","coronary artery disease",GCST010867,1:56410554
rs13383201-<b>?</b>,"7 x 10-7",,NR,'-,"0.0669764 unit decrease",[0.041-0.093],LINC01808,"Coronary artery disease","coronary artery disease",GCST010867,2:19494765
rs16986953-<b>?</b>,"2 x 10-14",,NR,'-,"0.077836 unit increase",[0.058-0.098],"CISD1P1, AC019055.1","Coronary artery disease","coronary artery disease",GCST010867,2:19742712
rs512535-<b>?</b>,"1 x 10-6",,NR,'-,"0.060281 unit decrease",[0.036-0.085],"APOB, AC010872.2","Coronary artery disease","coronary artery disease",GCST010867,2:21044910
rs549156584-<b>?</b>,"6 x 10-6",,NR,'-,"0.236974 unit increase",[0.13-0.34],FGD5,"Coronary artery disease","coronary artery disease",GCST010867,3:14864215
rs1429141-<b>?</b>,"8 x 10-11",,NR,'-,"0.0695854 unit decrease",[0.049-0.091],"AC010683.1, MIR548G","Coronary artery disease","coronary artery disease",GCST010867,4:147366915
rs3796562-<b>?</b>,"3 x 10-8",,NR,'-,"0.0587989 unit increase",[0.038-0.08],GUCY1B1,"Coronary artery disease","coronary artery disease",GCST010867,4:155764503
rs2439557-<b>?</b>,"6 x 10-6",,NR,'-,"0.0578211 unit decrease",[0.033-0.083],"GFOD1, TBC1D7","Coronary artery disease","coronary artery disease",GCST010867,6:13338763
rs188935761-<b>?</b>,"5 x 10-6",,NR,'-,"0.613998 unit increase",[0.35-0.88],MICB,"Coronary artery disease","coronary artery disease",GCST010867,6:31500434
rs204993-<b>?</b>,"6 x 10-9",,NR,'-,"0.0600478 unit decrease",[0.04-0.08],PBX2,"Coronary artery disease","coronary artery disease",GCST010867,6:32187804
rs73596816-<b>?</b>,"1 x 10-12",,NR,'-,"0.169217 unit increase",[0.12-0.22],LPA,"Coronary artery disease","coronary artery disease",GCST010867,6:160596331
rs10733376-<b>?</b>,"8 x 10-10",,NR,'-,"0.0762233 unit increase",[0.052-0.101],CDKN2B-AS1,"Coronary artery disease","coronary artery disease",GCST010867,9:22114470
rs11065783-<b>?</b>,"3 x 10-6",,NR,'-,"0.0666965 unit increase",[0.039-0.095],LINC01405,"Coronary artery disease","coronary artery disease",GCST010867,12:110958445
rs11066028-<b>?</b>,"9 x 10-8",,NR,'-,"0.0850756 unit decrease",[0.054-0.116],ALDH2,"Coronary artery disease","coronary artery disease",GCST010867,12:111807366
rs11467641-<b>?</b>,"6 x 10-9",,NR,'-,"0.0598645 unit increase",[0.04-0.08],FLT1,"Coronary artery disease","coronary artery disease",GCST010867,13:28431905
rs143486029-<b>?</b>,"6 x 10-6",,NR,'-,"0.253851 unit decrease",[0.14-0.36],COL4A1,"Coronary artery disease","coronary artery disease",GCST010867,13:110149525
rs1193069-<b>?</b>,"4 x 10-8",,NR,'-,"0.059841 unit increase",[0.039-0.081],COL4A1,"Coronary artery disease","coronary artery disease",GCST010867,13:110275863
rs78368565-<b>?</b>,"6 x 10-11",,NR,'-,"0.0727065 unit decrease",[0.051-0.094],COL4A2,"Coronary artery disease","coronary artery disease",GCST010867,13:110393398
rs9515203-<b>?</b>,"4 x 10-11",,NR,'-,"0.0922289 unit decrease",[0.065-0.12],COL4A2,"Coronary artery disease","coronary artery disease",GCST010867,13:110397276
rs759098931-<b>?</b>,"2 x 10-6",,NR,'-,"0.315729 unit increase",[0.18-0.45],HHIPL1,"Coronary artery disease","coronary artery disease",GCST010867,14:99645335
rs879255211-<b>?</b>,"5 x 10-6",,NR,'-,"1.60406 unit increase",[0.91-2.3],LDLR,"Coronary artery disease","coronary artery disease",GCST010867,19:11129554
rs553577764-<b>?</b>,"1 x 10-11",,NR,'-,"1.12494 unit increase",[0.8-1.45],DOCK6,"Coronary artery disease","coronary artery disease",GCST010867,19:11233879
rs75585236-<b>?</b>,"7 x 10-8",,NR,'-,"0.0992352 unit decrease",[0.063-0.135],MYO9B,"Coronary artery disease","coronary artery disease",GCST010867,19:17108653
rs139691875-<b>?</b>,"3 x 10-7",,NR,'-,"0.165929 unit decrease",[0.1-0.23],"CYP2G2P, CYP2A7P1","Coronary artery disease","coronary artery disease",GCST010867,19:41038452
rs2820315-<b>?</b>,"7 x 10-10",,NR,'-,"0.0351716 unit increase",[0.024-0.046],LMOD1,"Coronary artery disease","coronary artery disease",GCST010866,1:201903136
rs1481345-<b>?</b>,"5 x 10-10",,NR,'-,"0.0310475 unit decrease",[0.021-0.041],"NXNP1, AC092015.1","Coronary artery disease","coronary artery disease",GCST010866,1:218654513
rs35158675-<b>?</b>,"5 x 10-48",,NR,'-,"0.0775764 unit increase",[0.067-0.088],MIA3,"Coronary artery disease","coronary artery disease",GCST010866,1:222656208
rs2493135-<b>?</b>,"2 x 10-8",,NR,'-,"0.0291209 unit increase",[0.019-0.039],AL512328.1,"Coronary artery disease","coronary artery disease",GCST010866,1:230715682
rs16986953-<b>?</b>,"7 x 10-29",,NR,'-,"0.0796215 unit increase",[0.066-0.094],"CISD1P1, AC019055.1","Coronary artery disease","coronary artery disease",GCST010866,2:19742712
rs12469758-<b>?</b>,"2 x 10-13",,NR,'-,"0.0982115 unit increase",[0.072-0.124],AC018742.1,"Coronary artery disease","coronary artery disease",GCST010866,2:21310235
rs4076834-<b>?</b>,"4 x 10-9",,NR,'-,"0.0607567 unit decrease",[0.041-0.081],ABCG8,"Coronary artery disease","coronary artery disease",GCST010866,2:43854488
rs582384-<b>?</b>,"6 x 10-9",,NR,'-,"0.0292339 unit increase",[0.019-0.039],PRKCE,"Coronary artery disease","coronary artery disease",GCST010866,2:45669298
rs7420881-<b>?</b>,"4 x 10-9",,NR,'-,"0.0317136 unit increase",[0.021-0.042],AC092155.1,"Coronary artery disease","coronary artery disease",GCST010866,2:62651793
rs72822411-<b>?</b>,"6 x 10-9",,NR,'-,"0.0358519 unit increase",[0.024-0.048],"SPRED2, ACTR2","Coronary artery disease","coronary artery disease",GCST010866,2:65272334
rs7591175-<b>?</b>,"2 x 10-30",,NR,'-,"0.0571324 unit increase",[0.047-0.067],"PARTICL, RPSAP22","Coronary artery disease","coronary artery disease",GCST010866,2:85511251
rs7604403-<b>?</b>,"3 x 10-9",,NR,'-,"0.0341932 unit increase",[0.023-0.046],MERTK,"Coronary artery disease","coronary artery disease",GCST010866,2:111899075
rs12469628-<b>?</b>,"2 x 10-11",,NR,'-,"0.0405042 unit decrease",[0.029-0.052],"ARHGAP15, AC079793.1","Coronary artery disease","coronary artery disease",GCST010866,2:143400849
rs34372836-<b>?</b>,"3 x 10-14",,NR,'-,"0.0452213 unit increase",[0.034-0.057],TEX41,"Coronary artery disease","coronary artery disease",GCST010866,2:145082714
rs2111485-<b>?</b>,"4 x 10-8",,NR,'-,"0.0290783 unit increase",[0.019-0.039],"IFIH1, FAP","Coronary artery disease","coronary artery disease",GCST010866,2:162254026
rs72874178-<b>?</b>,"1 x 10-20",,NR,'-,"0.0525699 unit decrease",[0.042-0.064],AC016766.1,"Coronary artery disease","coronary artery disease",GCST010866,2:164068063
rs140244541-<b>?</b>,"5 x 10-27",,NR,'-,"0.0805827 unit increase",[0.066-0.095],"WDR12, CARF","Coronary artery disease","coronary artery disease",GCST010866,2:202943809
rs1250259-<b>?</b>,"3 x 10-11",,NR,'-,"0.04081 unit decrease",[0.029-0.053],FN1,"Coronary artery disease","coronary artery disease",GCST010866,2:215435759
rs2161967-<b>?</b>,"7 x 10-11",,NR,'-,"0.0326225 unit decrease",[0.023-0.042],TNS1,"Coronary artery disease","coronary artery disease",GCST010866,2:217815806
rs7566501-<b>?</b>,"2 x 10-12",,NR,'-,"0.0346516 unit decrease",[0.025-0.044],PID1,"Coronary artery disease","coronary artery disease",GCST010866,2:229144601
rs34880628-<b>?</b>,"1 x 10-8",,NR,'-,"0.0297265 unit increase",[0.02-0.04],GIGYF2,"Coronary artery disease","coronary artery disease",GCST010866,2:232750109
rs1727949-<b>?</b>,"2 x 10-8",,NR,'-,"0.039996 unit increase",[0.026-0.054],ARHGEF26,"Coronary artery disease","coronary artery disease",GCST010866,3:154157924
rs4561781-<b>?</b>,"3 x 10-11",,NR,'-,"0.0355131 unit increase",[0.025-0.046],LINC00881,"Coronary artery disease","coronary artery disease",GCST010866,3:157135154
rs12897-<b>?</b>,"4 x 10-8",,NR,'-,"0.0287142 unit decrease",[0.018-0.039],FNDC3B,"Coronary artery disease","coronary artery disease",GCST010866,3:172398112
rs11947277-<b>?</b>,"2 x 10-8",,NR,'-,"0.0311072 unit increase",[0.02-0.042],DOK7,"Coronary artery disease","coronary artery disease",GCST010866,4:3472024
rs11133381-<b>?</b>,"5 x 10-8",,NR,'-,"0.02748 unit decrease",[0.018-0.037],"TMEM165, CLOCK","Coronary artery disease","coronary artery disease",GCST010866,4:55450812
rs781658-<b>?</b>,"1 x 10-15",,NR,'-,"0.0456692 unit increase",[0.034-0.057],REST,"Coronary artery disease","coronary artery disease",GCST010866,4:56913401
rs1333042-<b>?</b>,"1 x 10-9",,NR,1.3,'-,[1.19-1.41],CDKN2B-AS1,"Coronary heart disease","coronary artery disease",GCST001845,9:22103814
rs11066015-<b>A</b>,"5 x 10-11",,NR,1.41,'-,[1.27-1.56],ACAD10,"Coronary heart disease","coronary artery disease",GCST001845,12:111730205
rs886126-<b>T</b>,"1 x 10-6",,0.66,1.14,'-,[1.08-1.20],CUX2,"Coronary heart disease","coronary artery disease",GCST001845,12:111241410
rs3782889-<b>C</b>,"4 x 10-14",,0.21,1.26,'-,[1.19-1.34],MYL2,"Coronary heart disease","coronary artery disease",GCST001845,12:110912851
rs9508025-<b>C</b>,"6 x 10-7",,0.50,1.14,'-,[1.08-1.20],FLT1,"Coronary heart disease","coronary artery disease",GCST001845,13:28409926
rs11752643-<b>T</b>,"5 x 10-7",,0.06,1.26,'-,[1.15-1.38],"MTCO3P1, HLA-DQB1","Coronary heart disease","coronary artery disease",GCST001260,6:32701596
rs944797-<b>C</b>,"6 x 10-16",,0.46,1.25,'-,[1.18-1.31],CDKN2B-AS1,"Coronary heart disease","coronary artery disease",GCST001260,9:22115287
rs671-<b>A</b>,"2 x 10-34",,0.23,1.43,'-,[1.35-1.51],ALDH2,"Coronary heart disease","coronary artery disease",GCST001260,12:111803962
rs9349379-<b>G</b>,"8 x 10-10",(CAD),0.349,1.338,'-,[1.22-1.47],PHACTR1,"Coronary heart disease","coronary artery disease",GCST001581,6:12903725
rs9349379-<b>G</b>,"4 x 10-7",(RCA),0.349,1.23,'-,[1.14-1.33],PHACTR1,"Coronary heart disease","coronary artery disease",GCST001581,6:12903725
rs9349379-<b>G</b>,"6 x 10-12",(LAD),0.349,1.187,'-,[1.22-1.44],PHACTR1,"Coronary heart disease","coronary artery disease",GCST001581,6:12903725
rs6905288-<b>T</b>,"7 x 10-8",,NR,1.23,'-,[NR],"AL157371.2, VEGFA","Coronary heart disease","coronary artery disease",GCST001401,6:43791136
rs12200560-<b>?</b>,"6 x 10-7",,NR,1.11,'-,[NR],"RPS7P8, FHL5","Coronary heart disease","coronary artery disease",GCST001401,6:96632322
rs17458018-<b>?</b>,"7 x 10-6",,NR,1.22,'-,[NR],FN1,"Coronary heart disease","coronary artery disease",GCST001401,2:215420652
rs3869109-<b>G</b>,"1 x 10-9",,NR,1.14,'-,[NR],"AL662844.1, HCG27","Coronary heart disease","coronary artery disease",GCST001401,6:31216419
rs2229238-<b>?</b>,"7 x 10-7",,NR,1.45,'-,[NR],IL6R,"Coronary heart disease","coronary artery disease",GCST001401,1:154465420
"rs7767084-<b>T</b>, rs10755578-<b>C</b>, rs3127599-<b>C</b>, rs2048327-<b>C</b>","4 x 10-15",,0.02,1.82,'-,[1.57-2.12],"LPA; LPA; LPAL2; SLC22A3","Coronary heart disease","coronary artery disease",GCST000341,6:160541471|6:160548706|6:160486102|6:160442500
"rs7767084-<b>T</b>, rs10755578-<b>G</b>, rs3127599-<b>T</b>, rs2048327-<b>C</b>","1 x 10-9",,0.16,1.2,'-,[1.13-1.28],"LPA; LPA; LPAL2; SLC22A3","Coronary heart disease","coronary artery disease",GCST000341,6:160541471|6:160548706|6:160486102|6:160442500
rs17577085-<b>?</b>,"4 x 10-6",,0.46,2.631579,'-,[1.72-3.85],SPRY4-AS1,"Coronary heart disease","coronary artery disease",GCST000972,5:142484039
rs13232179-<b>A</b>,"1 x 10-6",,0.11,1.67,'-,[1.36-2.06],"WDR86-AS1, AC005996.1","Coronary heart disease","coronary artery disease",GCST000972,7:151423862
rs9546711-<b>A</b>,"2 x 10-6",,0.42,1.66,'-,[1.35-2.04],"MTND4P1, AL162493.1","Coronary heart disease","coronary artery disease",GCST000972,13:84480131
rs4380028-<b>C</b>,"4 x 10-9",,0.65,1.07,'-,[1.05-1.10],MORF4L1,"Coronary heart disease","coronary artery disease",GCST000999,15:78818751
rs10953541-<b>C</b>,"3 x 10-8",,0.80,1.08,'-,[1.05-1.11],"DUS4L-BCAP29, BCAP29","Coronary heart disease","coronary artery disease",GCST000999,7:107604100
rs2505083-<b>C</b>,"4 x 10-8",,0.38,1.07,'-,[1.04-1.09],JCAD,"Coronary heart disease","coronary artery disease",GCST000999,10:30046193
rs5943057-<b>?</b>,"9 x 10-7",,NR,'-,'-,'-,CHRDL1,"Coronary heart disease","coronary artery disease",GCST000999,X:110695977
rs840616-<b>?</b>,"7 x 10-7",,NR,'-,'-,'-,AC007319.1,"Coronary heart disease","coronary artery disease",GCST000999,2:187331742
rs2472299-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,"CYP1A1, CYP1A2","Coronary heart disease","coronary artery disease",GCST000999,15:74741059
rs6504218-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,PECAM1,"Coronary heart disease","coronary artery disease",GCST000999,17:64330939
rs7586970-<b>?</b>,"9 x 10-6",,NR,'-,'-,'-,"TFPI, AC007319.1","Coronary heart disease","coronary artery disease",GCST000999,2:187478770
rs1332844-<b>T</b>,"6 x 10-8",,NR,1.11,'-,[1.07-1.15],PHACTR1,"Coronary heart disease","coronary artery disease",GCST000999,6:12888772
rs4977574-<b>G</b>,"2 x 10-25",,NR,1.2,'-,[1.16-1.25],CDKN2B-AS1,"Coronary heart disease","coronary artery disease",GCST000999,9:22098575
